pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
SW120DU,SW12 0DU,SW12 0DU,201506,,0,529276,173682,1,E00015960,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003161,E02000640,E33035163,E38000092,E34004707,E35000161,A1,3B1,51.447378,-0.141089,E37000023,,E23000001,15308,E56000010,E54000030
SW120DW,SW12 0DW,SW12 0DW,198001,,0,529245,173916,1,E00015954,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003161,E02000640,E33035163,E38000092,E34004707,E35000161,A1,2D2,51.449488,-0.14145,E37000023,,E23000001,15308,E56000010,E54000030
SW120DX,SW12 0DX,SW12 0DX,198001,,0,529362,173368,1,E00015975,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035166,E38000092,E34004707,E35000161,A1,3D2,51.444537,-0.139967,E37000023,,E23000001,27507,E56000010,E54000030
SW120DY,SW12 0DY,SW12 0DY,198001,,0,529349,173393,1,E00015970,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.444765,-0.140145,E37000023,,E23000001,15573,E56000010,E54000030
SW120DZ,SW12 0DZ,SW12 0DZ,198001,,0,529456,173564,1,E00015959,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,3D2,51.446277,-0.138543,E37000023,,E23000001,15573,E56000010,E54000030
SW120EA,SW12 0EA,SW12 0EA,198001,,0,529494,173583,1,E00015959,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,3D2,51.446439,-0.137964,E37000023,,E23000001,15573,E56000010,E54000030
SW120EB,SW12 0EB,SW12 0EB,198001,,0,529623,173443,1,E00015968,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,3D2,51.445151,-0.136186,E37000023,,E23000001,15573,E56000010,E54000030
SW120ED,SW12 0ED,SW12 0ED,198001,,0,529598,173339,1,E00015977,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035164,E38000092,E34004707,E35000161,A1,3D2,51.444222,-0.136584,E37000023,,E23000001,15573,E56000010,E54000030
SW120EE,SW12 0EE,SW12 0EE,198001,,0,529630,173234,1,E00015973,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,3D2,51.443271,-0.136162,E37000023,,E23000001,27507,E56000010,E54000030
SW120EF,SW12 0EF,SW12 0EF,198001,,0,529553,173336,1,E00015977,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035164,E38000092,E34004707,E35000161,A1,3D2,51.444206,-0.137232,E37000023,,E23000001,15573,E56000010,E54000030
SW120EG,SW12 0EG,SW12 0EG,198001,,0,529479,173253,1,E00015980,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443477,-0.138326,E37000023,,E23000001,27507,E56000010,E54000030
SW120EH,SW12 0EH,SW12 0EH,198001,,0,529353,173207,1,E00015938,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443092,-0.140155,E37000023,,E23000001,27507,E56000010,E54000030
SW120EJ,SW12 0EJ,SW12 0EJ,198001,,0,529381,173252,1,E00015974,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.44349,-0.139736,E37000023,,E23000001,27507,E56000010,E54000030
SW120EL,SW12 0EL,SW12 0EL,198001,,0,529489,173288,1,E00015974,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443789,-0.13817,E37000023,,E23000001,27507,E56000010,E54000030
SW120EN,SW12 0EN,SW12 0EN,198001,,0,529372,173325,1,E00015975,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035166,E38000092,E34004707,E35000161,A1,3D2,51.444148,-0.139839,E37000023,,E23000001,27507,E56000010,E54000030
SW120EP,SW12 0EP,SW12 0EP,198001,,0,529501,173451,1,E00015970,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445251,-0.137938,E37000023,,E23000001,15573,E56000010,E54000030
SW120EQ,SW12 0EQ,SW12 0EQ,198001,,0,529410,173227,1,E00015938,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443259,-0.139328,E37000023,,E23000001,27507,E56000010,E54000030
SW120ER,SW12 0ER,SW12 0ER,198001,,0,529515,173421,1,E00015970,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.444978,-0.137747,E37000023,,E23000001,15573,E56000010,E54000030
SW120ES,SW12 0ES,SW12 0ES,198001,,0,529484,173333,1,E00015977,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035164,E38000092,E34004707,E35000161,A1,3D2,51.444195,-0.138225,E37000023,,E23000001,15573,E56000010,E54000030
SW120ET,SW12 0ET,SW12 0ET,198001,,0,529508,173374,1,E00015968,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,3D2,51.444558,-0.137865,E37000023,,E23000001,15573,E56000010,E54000030
SW120EU,SW12 0EU,SW12 0EU,199101,199212,1,529500,173300,8,E00015974,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443894,-0.138007,E37000023,,E23000001,27507,E56000010,E54000030
SW120EW,SW12 0EW,SW12 0EW,198001,,0,529370,173292,1,E00015974,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443852,-0.13988,E37000023,,E23000001,27507,E56000010,E54000030
SW120EX,SW12 0EX,SW12 0EX,199109,199507,1,529500,173300,8,E00015974,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443894,-0.138007,E37000023,,E23000001,27507,E56000010,E54000030
SW120EY,SW12 0EY,SW12 0EY,199301,199412,1,529500,173300,8,E00015974,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443894,-0.138007,E37000023,,E23000001,27507,E56000010,E54000030
SW120EZ,SW12 0EZ,SW12 0EZ,200106,200203,1,528588,173536,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446223,-0.151037,E37000023,,E23000001,16534,E57000003,E54000031
SW120FA,SW12 0FA,SW12 0FA,201506,,0,529281,173688,1,E00015960,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003161,E02000640,E33035163,E38000092,E34004707,E35000161,A1,3B1,51.447431,-0.141015,E37000023,,E23000001,15308,E56000010,E54000030
SW120FB,SW12 0FB,SW12 0FB,199612,200006,1,529408,173494,6,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445659,-0.139259,E37000023,,E23000001,15573,E56000010,E54000030
SW120FD,SW12 0FD,SW12 0FD,201501,,0,529278,173662,1,E00015960,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003161,E02000640,E33035163,E38000092,E34004707,E35000161,A1,3B1,51.447198,-0.141068,E37000023,,E23000001,15308,E56000010,E54000030
SW120FE,SW12 0FE,SW12 0FE,201504,,0,529237,173643,1,E00015960,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003161,E02000640,E33035163,E38000092,E34004707,E35000161,A1,3B1,51.447037,-0.141664,E37000023,,E23000001,15308,E56000010,E54000030
SW120FF,SW12 0FF,SW12 0FF,201508,,0,529242,173709,1,E00015960,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003161,E02000640,E33035163,E38000092,E34004707,E35000161,A1,3B1,51.447629,-0.141568,E37000023,,E23000001,15308,E56000010,E54000030
SW120GT,SW12 0GT,SW12 0GT,201709,,0,529083,173421,1,E00015958,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035167,E38000092,E34004707,E35000161,A1,3D2,51.445077,-0.143934,E37000023,,E23000001,20129,E56000010,E54000030
SW120HA,SW12 0HA,SW12 0HA,198001,,0,529283,173288,1,E00015976,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035167,E38000092,E34004707,E35000161,A1,2D2,51.443836,-0.141132,E37000023,,E23000001,20129,E56000010,E54000030
SW120HB,SW12 0HB,SW12 0HB,198001,,0,529335,173150,1,E00015937,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035167,E38000092,E34004707,E35000161,A1,2D2,51.442584,-0.140435,E37000023,,E23000001,27507,E56000010,E54000030
SW120HD,SW12 0HD,SW12 0HD,198001,,0,529252,173284,1,E00015976,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035167,E38000092,E34004707,E35000161,A1,2D2,51.443807,-0.14158,E37000023,,E23000001,20129,E56000010,E54000030
SW120HE,SW12 0HE,SW12 0HE,198001,,0,529304,173149,1,E00015937,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035167,E38000092,E34004707,E35000161,A1,2D2,51.442582,-0.140881,E37000023,,E23000001,27507,E56000010,E54000030
SW120HF,SW12 0HF,SW12 0HF,198001,,0,529375,173075,1,E00015937,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035167,E38000092,E34004707,E35000161,A1,2D2,51.441901,-0.139887,E37000023,,E23000001,27507,E56000010,E54000030
SW120HG,SW12 0HG,SW12 0HG,198001,,0,529414,173149,1,E00015938,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.442557,-0.139299,E37000023,,E23000001,27507,E56000010,E54000030
SW120HH,SW12 0HH,SW12 0HH,198001,,0,529454,173075,1,E00015938,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.441883,-0.138751,E37000023,,E23000001,27507,E56000010,E54000030
SW120HJ,SW12 0HJ,SW12 0HJ,198001,,0,529484,173164,1,E00015979,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.442676,-0.138287,E37000023,,E23000001,27507,E56000010,E54000030
SW120HL,SW12 0HL,SW12 0HL,198001,,0,529459,173152,1,E00015979,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.442574,-0.138651,E37000023,,E23000001,27507,E56000010,E54000030
SW120HN,SW12 0HN,SW12 0HN,198001,,0,529533,173089,1,E00015979,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.441991,-0.13761,E37000023,,E23000001,27507,E56000010,E54000030
SW120HP,SW12 0HP,SW12 0HP,198001,,0,529622,173115,1,E00015980,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.442204,-0.13632,E37000023,,E23000001,27507,E56000010,E54000030
SW120HQ,SW12 0HQ,SW12 0HQ,198001,,0,529381,173147,1,E00015938,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.442547,-0.139749,E37000023,,E23000001,27507,E56000010,E54000030
SW120HR,SW12 0HR,SW12 0HR,198001,,0,529726,173174,1,E00015973,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,3D2,51.44271,-0.134803,E37000023,,E23000001,27507,E56000010,E54000030
SW120HS,SW12 0HS,SW12 0HS,198001,,0,529750,173145,1,E00015837,E13000001,E99999999,E09000022,E05000430,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000430,E99999999,E01003138,E02000643,E33035179,E38000092,E34004707,E35000161,A1,2D2,51.442445,-0.134443,E37000023,,E23000001,23730,E56000010,E54000030
SW120HT,SW12 0HT,SW12 0HT,200106,200605,1,528557,173552,1,E00022496,E13000001,E99999999,E09000032,E05000610,E18000007,E40000003,E92000001,E12000007,E14000549,E15000007,E24000014,E30000234,E16000061,E05000610,E99999999,E01004474,E02000943,E33036573,E38000193,E34004707,E35000095,A1,2D3,51.446374,-0.151477,E37000023,,E23000001,16534,E57000003,E54000031
SW120HW,SW12 0HW,SW12 0HW,198001,,0,529520,173171,1,E00015980,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.44273,-0.137767,E37000023,,E23000001,27507,E56000010,E54000030
SW120HX,SW12 0HX,SW12 0HX,198704,199405,1,529400,173200,8,E00015938,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003158,E02000640,E33035164,E38000092,E34004707,E35000161,A1,2D2,51.443018,-0.139482,E37000023,,E23000001,27507,E56000010,E54000030
SW120HY,SW12 0HY,SW12 0HY,198001,,0,529122,173305,1,E00015976,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035167,E38000092,E34004707,E35000161,A1,2D2,51.444025,-0.143441,E37000023,,E23000001,20129,E56000010,E54000030
SW120HZ,SW12 0HZ,SW12 0HZ,198001,,0,529203,173352,1,E00015976,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035167,E38000092,E34004707,E35000161,A1,2D2,51.444429,-0.142259,E37000023,,E23000001,20129,E56000010,E54000030
SW120JA,SW12 0JA,SW12 0JA,198001,,1,529164,173386,1,E00015972,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035166,E38000092,E34004707,E35000161,A1,3D2,51.444744,-0.142808,E37000023,,E23000001,20129,E56000010,E54000030
SW120JB,SW12 0JB,SW12 0JB,198001,,0,529294,173415,1,E00015972,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003157,E02000640,E33035166,E38000092,E34004707,E35000161,A1,3D2,51.444975,-0.140928,E37000023,,E23000001,20129,E56000010,E54000030
SW120JD,SW12 0JD,SW12 0JD,198001,,0,529444,173474,1,E00015965,E13000001,E99999999,E09000022,E05000433,E18000007,E40000003,E92000001,E12000007,E14000978,E15000007,E24000014,E30000234,E16000058,E05000433,E99999999,E01003156,E02000640,E33035166,E38000092,E34004707,E35000161,A1,2D2,51.445471,-0.138749,E37000023,,E23000001,15573,E56000010,E54000030
